Id,Type,Instance,Charge,Stage,User,Group,Account,Organization,Class,QualityOfService,Machine,Nodes,Processors,CPUTime,Memory,Disk,Duration,StartTime,EndTime,Description,NodeID
2889887,Job,28604934,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,406,,,406,2021-01-02 18:11:58,2021-01-02 18:18:44,,{g-01-c0022}
2889917,Job,28604980,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,874,,,436,2021-01-02 18:13:44,2021-01-02 18:21:00,,{g-01-c0016}
2889889,Job,28604936,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,406,,,406,2021-01-02 18:11:58,2021-01-02 18:18:44,,{g-01-c0022}
2889925,Job,28604994,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,333,,,333,2021-01-02 18:15:27,2021-01-02 18:21:00,,{g-01-c0022}
2889911,Job,28604974,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,370,,,370,2021-01-02 18:13:44,2021-01-02 18:19:54,,{g-01-c0022}
2889916,Job,28604979,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,874,,,436,2021-01-02 18:13:44,2021-01-02 18:21:00,,{g-01-c0016}
2889885,Job,28604930,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,889,,,444,2021-01-02 18:11:20,2021-01-02 18:18:44,,{g-01-c0016}
2889921,Job,28604985,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,398,,,398,2021-01-02 18:14:22,2021-01-02 18:21:00,,{g-01-c0022}
2889903,Job,28604966,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,405,,,405,2021-01-02 18:13:09,2021-01-02 18:19:54,,{g-01-c0022}
2889892,Job,28604939,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,812,,,406,2021-01-02 18:11:58,2021-01-02 18:18:44,,{g-01-c0016}
2889882,Job,28604933,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,340,,,340,2021-01-02 18:11:58,2021-01-02 18:17:38,,{g-01-c0022}
2889880,Job,28604928,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,764,,,378,2021-01-02 18:11:20,2021-01-02 18:17:38,,{g-01-c0016}
2889926,Job,28604995,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,333,,,333,2021-01-02 18:15:27,2021-01-02 18:21:00,,{g-01-c0022}
2889878,Job,28604926,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,764,,,378,2021-01-02 18:11:20,2021-01-02 18:17:38,,{g-01-c0016}
2889883,Job,28604849,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,812,,,406,2021-01-02 18:11:58,2021-01-02 18:18:44,,{g-01-c0016}
2889915,Job,28604977,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,874,,,436,2021-01-02 18:13:44,2021-01-02 18:21:00,,{g-01-c0016}
2889902,Job,28604965,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,405,,,405,2021-01-02 18:13:09,2021-01-02 18:19:54,,{g-01-c0022}
2889924,Job,28604988,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,398,,,398,2021-01-02 18:14:22,2021-01-02 18:21:00,,{g-01-c0022}
2889904,Job,28604967,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,405,,,405,2021-01-02 18:13:09,2021-01-02 18:19:54,,{g-01-c0022}
2889920,Job,28604984,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,398,,,398,2021-01-02 18:14:22,2021-01-02 18:21:00,,{g-01-c0022}
2889891,Job,28604938,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,812,,,406,2021-01-02 18:11:58,2021-01-02 18:18:44,,{g-01-c0016}
2889914,Job,28604976,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,874,,,436,2021-01-02 18:13:44,2021-01-02 18:21:00,,{g-01-c0016}
2889905,Job,28604968,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,821,,,405,2021-01-02 18:13:09,2021-01-02 18:19:54,,{g-01-c0016}
2889909,Job,28604972,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,370,,,370,2021-01-02 18:13:44,2021-01-02 18:19:54,,{g-01-c0022}
2889901,Job,28604958,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,440,,,440,2021-01-02 18:12:34,2021-01-02 18:19:54,,{g-01-c0022}
2889918,Job,28604981,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,874,,,436,2021-01-02 18:13:44,2021-01-02 18:21:00,,{g-01-c0016}
2889879,Job,28604927,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,764,,,378,2021-01-02 18:11:20,2021-01-02 18:17:38,,{g-01-c0016}
2889890,Job,28604937,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,812,,,406,2021-01-02 18:11:58,2021-01-02 18:18:44,,{g-01-c0016}
2889900,Job,28604942,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,955,,,476,2021-01-02 18:11:58,2021-01-02 18:19:54,,{g-01-c0016}
2889922,Job,28604986,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,398,,,398,2021-01-02 18:14:22,2021-01-02 18:21:00,,{g-01-c0022}
2889930,Job,28604996,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,788,,,397,2021-01-02 18:15:27,2021-01-02 18:22:04,,{g-01-c0016}
2889949,Job,28605016,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,721,,,367,2021-01-02 18:16:32,2021-01-02 18:22:39,,{g-01-c0016}
2889969,Job,28605033,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,334,,,306,2021-01-02 18:18:44,2021-01-02 18:23:50,,{g-01-c0022}
2889933,Job,28605007,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,332,,,332,2021-01-02 18:16:32,2021-01-02 18:22:04,,{g-01-c0022}
2889956,Job,28605024,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889961,Job,28605029,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,284,,,272,2021-01-02 18:18:44,2021-01-02 18:23:16,,{g-01-c0022}
2889968,Job,28605032,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,334,,,306,2021-01-02 18:18:44,2021-01-02 18:23:50,,{g-01-c0022}
2889974,Job,28604943,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,848,,,410,2021-01-02 18:17:38,2021-01-02 18:24:28,,{g-01-c0016}
2889954,Job,28605022,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889957,Job,28605025,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889941,Job,28604998,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,854,,,432,2021-01-02 18:15:27,2021-01-02 18:22:39,,{g-01-c0016}
2889973,Job,28605044,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,264,,,236,2021-01-02 18:19:54,2021-01-02 18:23:50,,{g-01-c0022}
2889927,Job,28604989,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,921,,,462,2021-01-02 18:14:22,2021-01-02 18:22:04,,{g-01-c0016}
2889929,Job,28604991,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,921,,,462,2021-01-02 18:14:22,2021-01-02 18:22:04,,{g-01-c0016}
2889960,Job,28604950,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,673,,,338,2021-01-02 18:17:38,2021-01-02 18:23:16,,{g-01-c0016}
2889938,Job,28605012,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,332,,,332,2021-01-02 18:16:32,2021-01-02 18:22:04,,{g-01-c0022}
2889971,Job,28605035,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,334,,,306,2021-01-02 18:18:44,2021-01-02 18:23:50,,{g-01-c0022}
2889939,Job,28601497,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,247120,,,6178,2021-01-02 16:39:41,2021-01-02 18:22:39,,{g-04-c0245}
2889950,Job,28605017,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889943,Job,28605000,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,854,,,432,2021-01-02 18:15:27,2021-01-02 18:22:39,,{g-01-c0016}
2889942,Job,28604999,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,854,,,432,2021-01-02 18:15:27,2021-01-02 18:22:39,,{g-01-c0016}
2889951,Job,28605018,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889932,Job,28605006,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,332,,,332,2021-01-02 18:16:32,2021-01-02 18:22:04,,{g-01-c0022}
2889965,Job,28604952,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,750,,,372,2021-01-02 18:17:38,2021-01-02 18:23:50,,{g-01-c0016}
2889948,Job,28605015,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,721,,,367,2021-01-02 18:16:32,2021-01-02 18:22:39,,{g-01-c0016}
2889928,Job,28604990,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,921,,,462,2021-01-02 18:14:22,2021-01-02 18:22:04,,{g-01-c0016}
2889959,Job,28604949,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,673,,,338,2021-01-02 18:17:38,2021-01-02 18:23:16,,{g-01-c0016}
2889947,Job,28605014,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,721,,,367,2021-01-02 18:16:32,2021-01-02 18:22:39,,{g-01-c0016}
2889945,Job,28605002,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,854,,,432,2021-01-02 18:15:27,2021-01-02 18:22:39,,{g-01-c0016}
2889963,Job,28605031,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,284,,,272,2021-01-02 18:18:44,2021-01-02 18:23:16,,{g-01-c0022}
2889966,Job,28605026,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,750,,,372,2021-01-02 18:17:38,2021-01-02 18:23:50,,{g-01-c0016}
2889936,Job,28605010,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,332,,,332,2021-01-02 18:16:32,2021-01-02 18:22:04,,{g-01-c0022}
2889972,Job,28605043,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,264,,,236,2021-01-02 18:19:54,2021-01-02 18:23:50,,{g-01-c0022}
2889964,Job,28604951,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,750,,,372,2021-01-02 18:17:38,2021-01-02 18:23:50,,{g-01-c0016}
2889952,Job,28605019,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889953,Job,28605021,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889931,Job,28604997,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,788,,,397,2021-01-02 18:15:27,2021-01-02 18:22:04,,{g-01-c0016}
2889946,Job,28605013,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,367,,,367,2021-01-02 18:16:32,2021-01-02 18:22:39,,{g-01-c0022}
2889934,Job,28605008,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,332,,,332,2021-01-02 18:16:32,2021-01-02 18:22:04,,{g-01-c0022}
2889962,Job,28605030,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,284,,,272,2021-01-02 18:18:44,2021-01-02 18:23:16,,{g-01-c0022}
2889967,Job,28605027,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,750,,,372,2021-01-02 18:17:38,2021-01-02 18:23:50,,{g-01-c0016}
2889935,Job,28605009,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,332,,,332,2021-01-02 18:16:32,2021-01-02 18:22:04,,{g-01-c0022}
2889970,Job,28605034,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,334,,,306,2021-01-02 18:18:44,2021-01-02 18:23:50,,{g-01-c0022}
2889944,Job,28605001,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,854,,,432,2021-01-02 18:15:27,2021-01-02 18:22:39,,{g-01-c0016}
2889955,Job,28605023,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,301,,,301,2021-01-02 18:17:38,2021-01-02 18:22:39,,{g-01-c0022}
2889958,Job,28605028,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,235,,,235,2021-01-02 18:18:44,2021-01-02 18:22:39,,{g-01-c0022}
2889940,Job,28603120,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,152360,,,3809,2021-01-02 17:19:10,2021-01-02 18:22:39,,{g-10-c0687}
2889937,Job,28605011,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,332,,,332,2021-01-02 18:16:32,2021-01-02 18:22:04,,{g-01-c0022}
2890000,Job,28605054,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,840,,,376,2021-01-02 18:19:54,2021-01-02 18:26:10,,{g-01-c0016}
2889977,Job,28605045,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,336,,,274,2021-01-02 18:19:54,2021-01-02 18:24:28,,{g-01-c0022}
2889975,Job,28604944,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,848,,,410,2021-01-02 18:17:38,2021-01-02 18:24:28,,{g-01-c0016}
2889983,Job,28604961,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,800,,,378,2021-01-02 18:18:44,2021-01-02 18:25:02,,{g-01-c0016}
2889988,Job,28605058,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,350,,,242,2021-01-02 18:21:00,2021-01-02 18:25:02,,{g-01-c0022}
2890022,Job,28605084,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,940,,,348,2021-01-02 18:22:04,2021-01-02 18:27:52,,{g-01-c0016}
2890004,Job,28605078,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,577,,,246,2021-01-02 18:22:04,2021-01-02 18:26:10,,{g-01-c0022}
2890011,Job,28605056,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,947,,,411,2021-01-02 18:19:54,2021-01-02 18:26:45,,{g-01-c0016}
2889990,Job,28604983,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,747,,,342,2021-01-02 18:19:54,2021-01-02 18:25:36,,{g-01-c0016}
2889976,Job,28604945,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,848,,,410,2021-01-02 18:17:38,2021-01-02 18:24:28,,{g-01-c0016}
2889978,Job,28605046,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,336,,,274,2021-01-02 18:19:54,2021-01-02 18:24:28,,{g-01-c0022}
2890002,Job,28605076,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,577,,,246,2021-01-02 18:22:04,2021-01-02 18:26:10,,{g-01-c0022}
2890001,Job,28605055,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,840,,,376,2021-01-02 18:19:54,2021-01-02 18:26:10,,{g-01-c0016}
2889981,Job,28604959,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,800,,,378,2021-01-02 18:18:44,2021-01-02 18:25:02,,{g-01-c0016}
2889985,Job,28604963,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,800,,,378,2021-01-02 18:18:44,2021-01-02 18:25:02,,{g-01-c0016}
2890009,Job,28604992,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,819,,,345,2021-01-02 18:21:00,2021-01-02 18:26:45,,{g-01-c0016}
2890018,Job,28605070,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,932,,,379,2021-01-02 18:21:00,2021-01-02 18:27:19,,{g-01-c0016}
2890023,Job,28605085,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,940,,,348,2021-01-02 18:22:04,2021-01-02 18:27:52,,{g-01-c0016}
2890003,Job,28605077,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,577,,,246,2021-01-02 18:22:04,2021-01-02 18:26:10,,{g-01-c0022}
2889997,Job,28605065,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,447,,,276,2021-01-02 18:21:00,2021-01-02 18:25:36,,{g-01-c0022}
2889995,Job,28605063,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,447,,,276,2021-01-02 18:21:00,2021-01-02 18:25:36,,{g-01-c0022}
2890021,Job,28605083,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,940,,,348,2021-01-02 18:22:04,2021-01-02 18:27:52,,{g-01-c0016}
2890012,Job,28605066,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,819,,,345,2021-01-02 18:21:00,2021-01-02 18:26:45,,{g-01-c0016}
2889994,Job,28605061,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,447,,,276,2021-01-02 18:21:00,2021-01-02 18:25:36,,{g-01-c0022}
2889987,Job,28605050,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,416,,,308,2021-01-02 18:19:54,2021-01-02 18:25:02,,{g-01-c0022}
2890006,Job,28605080,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,577,,,246,2021-01-02 18:22:04,2021-01-02 18:26:10,,{g-01-c0022}
2889992,Job,28605059,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,447,,,276,2021-01-02 18:21:00,2021-01-02 18:25:36,,{g-01-c0022}
2889998,Job,28605052,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,840,,,376,2021-01-02 18:19:54,2021-01-02 18:26:10,,{g-01-c0016}
2890020,Job,28605005,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,940,,,348,2021-01-02 18:22:04,2021-01-02 18:27:52,,{g-01-c0016}
2889982,Job,28604960,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,800,,,378,2021-01-02 18:18:44,2021-01-02 18:25:02,,{g-01-c0016}
2890013,Job,28605067,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,819,,,345,2021-01-02 18:21:00,2021-01-02 18:26:45,,{g-01-c0016}
2890007,Job,28605081,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,577,,,246,2021-01-02 18:22:04,2021-01-02 18:26:10,,{g-01-c0022}
2889979,Job,28605047,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,336,,,274,2021-01-02 18:19:54,2021-01-02 18:24:28,,{g-01-c0022}
2889993,Job,28605060,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,447,,,276,2021-01-02 18:21:00,2021-01-02 18:25:36,,{g-01-c0022}
2890016,Job,28605004,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,808,,,315,2021-01-02 18:22:04,2021-01-02 18:27:19,,{g-01-c0016}
2889996,Job,28605064,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,447,,,276,2021-01-02 18:21:00,2021-01-02 18:25:36,,{g-01-c0022}
2889984,Job,28604962,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,800,,,378,2021-01-02 18:18:44,2021-01-02 18:25:02,,{g-01-c0016}
2890005,Job,28605079,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,577,,,246,2021-01-02 18:22:04,2021-01-02 18:26:10,,{g-01-c0022}
2890017,Job,28605069,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,932,,,379,2021-01-02 18:21:00,2021-01-02 18:27:19,,{g-01-c0016}
2890014,Job,28605068,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,819,,,345,2021-01-02 18:21:00,2021-01-02 18:26:45,,{g-01-c0016}
2890010,Job,28604993,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,819,,,345,2021-01-02 18:21:00,2021-01-02 18:26:45,,{g-01-c0016}
2889989,Job,28604964,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,890,,,412,2021-01-02 18:18:44,2021-01-02 18:25:36,,{g-01-c0016}
2890008,Job,28605082,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,577,,,246,2021-01-02 18:22:04,2021-01-02 18:26:10,,{g-01-c0022}
2889980,Job,28605048,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,336,,,274,2021-01-02 18:19:54,2021-01-02 18:24:28,,{g-01-c0022}
2889986,Job,28605049,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,416,,,308,2021-01-02 18:19:54,2021-01-02 18:25:02,,{g-01-c0022}
2889999,Job,28605053,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,840,,,376,2021-01-02 18:19:54,2021-01-02 18:26:10,,{g-01-c0016}
2890019,Job,28604946,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,787,,,276,2021-01-02 18:23:16,2021-01-02 18:27:52,,{g-01-c0016}
2890015,Job,28605003,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,808,,,315,2021-01-02 18:22:04,2021-01-02 18:27:19,,{g-01-c0016}
2889991,Job,28605051,0,Charge,pmun,cge,cge,,batch,,pbs,1,40,513,,,342,2021-01-02 18:19:54,2021-01-02 18:25:36,,{g-01-c0022}
2890030,Job,28605040,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1052,,,270,2021-01-02 18:24:28,2021-01-02 18:28:58,,{g-01-c0016}
2890069,Job,28605170,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,62,,,33,2021-01-02 19:05:29,2021-01-02 19:06:02,,{g-01-c0027}
2890046,Job,28604562,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,80,113360,,,2834,2021-01-02 17:52:34,2021-01-02 18:39:48,,{g-01-c0076}
2890068,Job,28602360,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,284920,,,7123,2021-01-02 17:06:46,2021-01-02 19:05:29,,{g-10-c0675}
2890039,Job,28605075,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1165,,,169,2021-01-02 18:26:45,2021-01-02 18:29:34,,{g-01-c0016}
2890026,Job,28605036,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,788,,,237,2021-01-02 18:24:28,2021-01-02 18:28:25,,{g-01-c0016}
2890024,Job,28604947,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,963,,,309,2021-01-02 18:23:16,2021-01-02 18:28:25,,{g-01-c0016}
2890058,Job,28605110[4],0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,8480,,,212,2021-01-02 18:56:56,2021-01-02 19:00:28,,{g-01-c0019}
2890040,Job,28602789,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,187400,,,4685,2021-01-02 17:13:01,2021-01-02 18:31:06,,{g-05-c0329}
2890050,Job,28605097,0,Charge,cryosparc,cryosparc,cpr_mx,,batch,,pbs,1,40,14800,,,370,2021-01-02 18:44:10,2021-01-02 18:50:20,,{g-11-g0013}
2890060,Job,28604630,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,160000,,,4000,2021-01-02 17:55:31,2021-01-02 19:02:11,,{g-10-c0672}
2890061,Job,28605110[1],0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,15240,,,381,2021-01-02 18:56:56,2021-01-02 19:03:17,,{g-01-c0024}
2890045,Job,28603793,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,159760,,,3994,2021-01-02 17:31:37,2021-01-02 18:38:11,,{g-10-c0673}
2890029,Job,28605038,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1052,,,270,2021-01-02 18:24:28,2021-01-02 18:28:58,,{g-01-c0016}
2890053,Job,28605106,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,720,,,36,2021-01-02 18:56:20,2021-01-02 18:56:56,,{g-01-c0027}
2890055,Job,28605109,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1360,,,34,2021-01-02 18:56:56,2021-01-02 18:57:30,,{g-01-c0027}
2890032,Job,28605042,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1052,,,270,2021-01-02 18:24:28,2021-01-02 18:28:58,,{g-01-c0016}
2890025,Job,28604948,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,963,,,309,2021-01-02 18:23:16,2021-01-02 18:28:25,,{g-01-c0016}
2890027,Job,28605037,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,788,,,237,2021-01-02 18:24:28,2021-01-02 18:28:25,,{g-01-c0016}
2890052,Job,28605104,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1320,,,33,2021-01-02 18:55:47,2021-01-02 18:56:20,,{g-01-c0027}
2890066,Job,28605110[3],0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,17880,,,447,2021-01-02 18:56:56,2021-01-02 19:04:23,,{g-01-c0020}
2890033,Job,28603441,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,154960,,,3874,2021-01-02 17:25:00,2021-01-02 18:29:34,,{g-10-c0683}
2890042,Job,28601557,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,265800,,,6645,2021-01-02 16:43:03,2021-01-02 18:33:48,,{g-09-c0563}
2890035,Job,28605071,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1165,,,169,2021-01-02 18:26:45,2021-01-02 18:29:34,,{g-01-c0016}
2890037,Job,28605073,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1272,,,204,2021-01-02 18:26:10,2021-01-02 18:29:34,,{g-01-c0016}
2890070,Job,28603295,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,250080,,,6252,2021-01-02 17:22:23,2021-01-02 19:06:35,,{g-10-c0677}
2890065,Job,28605110[2],0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,17880,,,447,2021-01-02 18:56:56,2021-01-02 19:04:23,,{g-01-c0023}
2890031,Job,28605041,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1052,,,270,2021-01-02 18:24:28,2021-01-02 18:28:58,,{g-01-c0016}
2890056,Job,28605113,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1320,,,33,2021-01-02 18:57:30,2021-01-02 18:58:03,,{g-01-c0027}
2890064,Job,28605110[0],0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,17880,,,447,2021-01-02 18:56:56,2021-01-02 19:04:23,,{g-01-c0025}
2890062,Job,28605127,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,188,,,33,2021-01-02 19:02:44,2021-01-02 19:03:17,,{g-01-c0027}
2890036,Job,28605072,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1165,,,169,2021-01-02 18:26:45,2021-01-02 18:29:34,,{g-01-c0016}
2890063,Job,28605128,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,101,,,33,2021-01-02 19:03:17,2021-01-02 19:03:50,,{g-01-c0027}
2890034,Job,28605057,0,Charge,pmun,cge,cge,,batch,,pbs,1,80,1365,,,238,2021-01-02 18:25:36,2021-01-02 18:29:34,,{g-01-c0016}
2890044,Job,28600795,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,370040,,,9251,2021-01-02 16:03:27,2021-01-02 18:37:38,,{g-02-c0084}
2890051,Job,28605103,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1280,,,32,2021-01-02 18:55:15,2021-01-02 18:55:47,,{g-01-c0027}
2890048,Job,28602959,0,Charge,jonjen,ht2_leukngs,ht2_leukngs,,batch,,pbs,1,40,211800,,,5295,2021-01-02 17:16:28,2021-01-02 18:44:43,,{g-05-c0323}
